Fórmula,Disponibilidad,Orden,Nombre,Descripción,Imagen,Precio,Etapa,Categoría,Tamaño,Ancho,Largo,Alto,Diametro,Motores,Operación y Requerimientos,Imagen_1,Imagen_2,Imagen_3,Imagen_4,Imagen_5,Sucursal,Participantes,Rango_edad,Operador,Motores_sopladores,mostrar en sitio,Inventario,BambinosID,ID de Sucursal,ID de Categoría,Número de Juego,Fecha Lanzamiento,Duracion,Popular
Unicornio CarameloMonterrey,in stock,72,Unicornio Caramelo,-,https://i.imgur.com/fhWscGx.png,"$1,490","Infantes, Niños",Personajes,Mediano,5.4,4.5,3,0,impulsado por 1 motor soplador,-,https://i.imgur.com/P26ATNK.png,https://i.imgur.com/P26ATNK.png,https://i.imgur.com/P26ATNK.png,https://i.imgur.com/P26ATNK.png,https://i.imgur.com/Tf5Z4q8.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,Si,1,1026661056,102,666,1056,29/10/2020,Precio de renta por evento de hasta 5 horas,TRUE
Full Color AmarilloMonterrey,in stock,73,Full Color Amarillo,"El complemento ideal para muchos tipos de fiestas. Día de la Felicidad, Fiesta de Minions, Fiesta de Bananas, Fiesta de Bob Esponja... Las posibilidades son muchísimas.",https://i.imgur.com/Roi0Svr.png,"$2,790","Infantes, Niños, Adolescentes, Adultos",Clásicos,Grande,5,5,3.2,0,impulsado por 1 motor soplador,-,https://i.imgur.com/1euspNr.png,https://i.imgur.com/1euspNr.png,https://i.imgur.com/1euspNr.png,https://i.imgur.com/1euspNr.png,https://i.imgur.com/1euspNr.png,Monterrey,Apto para hasta 15 participantes,mayores de 3 años.,No,1,Si,1,1022221071,102,222,1071,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Full Color AzulMonterrey,in stock,74,Full Color Azul,"El complemento ideal para muchos tipos de fiestas.  Fiesta temática Cielo, Fiesta Marina, Pitufos, Blue Party... Las posibilidades son muchísimas.",https://i.imgur.com/toON30h.png,"$2,790","Infantes, Niños, Adolescentes, Adultos",Clásicos,Grande,5,5,3.2,0,impulsado por 1 motor soplador,-,https://i.imgur.com/8Kl72Yo.png,https://i.imgur.com/8Kl72Yo.png,https://i.imgur.com/8Kl72Yo.png,https://i.imgur.com/8Kl72Yo.png,https://i.imgur.com/8Kl72Yo.png,Monterrey,Apto para hasta 15 participantes,mayores de 3 años.,No,1,Si,1,1022221072,102,222,1072,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Full Color MagentaMonterrey,in stock,75,Full Color Magenta,"El complemento ideal para muchos tipos de fiestas. Barbie, Princess, Pony, Candy World... Las posibilidades son muchísimas.",https://i.imgur.com/KAoMozk.png,"$2,790","Infantes, Niños, Adolescentes, Adultos",Clásicos,Grande,5,5,3.2,0,impulsado por 1 motor soplador,-,https://i.imgur.com/tASU50C.png,https://i.imgur.com/tASU50C.png,https://i.imgur.com/tASU50C.png,https://i.imgur.com/tASU50C.png,https://i.imgur.com/tASU50C.png,Monterrey,Apto para hasta 15 participantes,mayores de 3 años.,No,1,Si,1,1022221073,102,222,1073,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Full Color VerdeMonterrey,in stock,76,Full Color Verde,"El complemento ideal para muchos tipos de fiestas. Selva, Plantas, Hulk, Padrinos Mágicos... Las posibilidades son muchísimas.",https://i.imgur.com/TBek0aI.png,"$2,790","Infantes, Niños, Adolescentes, Adultos",Clásicos,Grande,5,5,3.2,0,impulsado por 1 motor soplador,-,https://i.imgur.com/91Stn46.png,https://i.imgur.com/91Stn46.png,https://i.imgur.com/91Stn46.png,https://i.imgur.com/91Stn46.png,https://i.imgur.com/91Stn46.png,Monterrey,Apto para hasta 15 participantes,mayores de 3 años.,No,1,Si,1,1022221074,102,222,1074,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Combo EspecialMonterrey,in stock,77,Combo Especial,-,https://i.imgur.com/HrUyd7V.png,"$1,690","Infantes, Niños",Clásicos,Mediano,5,4,2.7,0,impulsado por 1 motor soplador,-,https://i.imgur.com/C25ZIgF.png,https://i.imgur.com/8hyb0gC.png,https://i.imgur.com/bkHfcNT.png,https://i.imgur.com/Gb7Pete.png,https://i.imgur.com/Gb7Pete.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,Si,2,1022221010,102,222,1010,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Payo JumpMonterrey,in stock,78,Payo Jump,PRÓXIMAMENTE,https://i.imgur.com/oMcPnFP.png,"$1,690",Niños,Clásicos,Chico,4,3,2.5,0,impulsado por 1 motor soplador,-,https://i.imgur.com/K0HgMpU.png,https://i.imgur.com/SEi8kYU.png,https://i.imgur.com/br9u1jl.png,https://i.imgur.com/0czqv2F.png,https://i.imgur.com/NgxEYSo.png,Monterrey,Apto para 8 participantes,mayores de 6 años.,No,1,Si,1,1022221098,102,222,1098,25/1125,Precio de renta por evento de 5 a 6 horas.,FALSE
Planta de Luz GrandeMonterrey,in stock,79,Planta de Luz Grande,-,https://i.imgur.com/goDtgil.png,"$3,550",Adultos,Variedad,NA,0,0,0,0,con capacidad de hasta 6 motores,-,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,Monterrey,-,-,Si,1,Si,1,1028881062,102,888,1062,29/10/2020,Precio de renta por evento de hasta 5 horas con gasolina incluída.,FALSE
Planta de Luz ChicaMonterrey,in stock,80,Planta de Luz Chica,-,https://i.imgur.com/goDtgil.png,"$2,990",Adultos,Variedad,NA,0,0,0,0,con capacidad de hasta 4 motores,-,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,https://i.imgur.com/ptnvLfr.png,Monterrey,-,-,Si,1,Si,3,1028881085,102,888,1085,29/10/2020,Precio de renta por evento de hasta 5 horas con gasolina incluída.,FALSE
TwisterMonterrey,available for order,81,Twister,-,https://i.imgur.com/LVTwKZk.png,"$1,690","Niños, Adolescentes, Adultos",Destreza,Mediano,5,5,0.5,0,impulsado por 1 motor soplador.,-,https://i.ibb.co/G0hCssn/Twister-Frontal.png,https://i.ibb.co/JjY3yj6/Twister-3-4-Der.png,https://i.ibb.co/G0hCssn/Twister-Frontal.png,https://i.ibb.co/JjY3yj6/Twister-3-4-Der.png,https://i.ibb.co/JjY3yj6/Twister-3-4-Der.png,Monterrey,Apto para hasta 6 participantes,mayores de 10 años.,No,1,Si,1,1023331018,102,333,1018,29/10/2020,Precio de renta por evento de hasta 5 horas. Incluye ruleta Twistter.,FALSE
Baby GymMonterrey,available for order,82,Baby Gym,-,https://i.imgur.com/ymsC8lm.png,"$1,690","Infantes, Niños",Interactivo,Mediano,4.5,4.5,2,0,impulsado por 1 motor soplador,-,https://i.ibb.co/ssS2Kw8/Baby-gym-3-4-Der.png,https://i.ibb.co/P50Z66X/Baby-gym-3-4-IZQ.png,https://i.ibb.co/zmS8mQg/Baby-gym-Frontal.png,https://i.ibb.co/RS3cCGn/Baby-gym-Lateral.png,https://i.ibb.co/2sWWG2L/Baby-gym-Top.png,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,Si,2,1024441022,102,444,1022,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Carruaje de PrincesasMonterrey,available for order,83,Carruaje de Princesas,-,https://i.imgur.com/nkan3LM.png,"$2,520","Infantes, Niños",Princesas,Grande,4.3,9.8,3.5,0,impulsado por 1 motor soplador,-,https://i.ibb.co/tHshMsr/Carruaje-de-Princesas-3-4-Der.png,https://i.ibb.co/x85NT01/Carruaje-de-Princesas-3-4-IZQ.png,https://i.ibb.co/HgkRG9V/Carruaje-de-Princesas-Frontal.png,https://i.ibb.co/b5hTDjM/Carruaje-de-Princesas-Lateral.png,https://i.ibb.co/SB2GY2c/Carruaje-de-Princesas-Top.png,Monterrey,Apto para hasta 25 participantes,mayores de 3 años.,No,1,Si,1,1027771058,102,777,1058,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Yupi PrincesasMonterrey,available for order,84,Yupi Princesas,-,https://i.imgur.com/kYzPNCb.png,"$1,390","Infantes, Niños",Princesas,Chico,5.4,4.5,3,0,impulsado por 1 motor soplador,-,https://i.ibb.co/PcYWsk5/Yupi-Princesas-Frontal.png,https://i.ibb.co/zSq33F3/Yupi-Princesas-3-4-IZQ.png,https://i.ibb.co/tQc04q6/Yupi-Princesas-3-4-Der.png,https://i.ibb.co/tQc04q6/Yupi-Princesas-3-4-Der.png,https://i.ibb.co/zSq33F3/Yupi-Princesas-3-4-IZQ.png,Monterrey,Apto para hasta 12 participantes,mayores de 4 años.,No,1,Si,1,1027771061,102,777,1061,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Mickey Play HouseMonterrey,available for order,85,Mickey Play House,-,https://i.imgur.com/xTRErbp.png,"$2,740","Infantes, Niños, Adolescentes",Personajes,Mediano,7.5,5.6,4.8,0,impulsado por 1 motor,-,https://i.ibb.co/Q6MgwyW/B-Im-genes-Slides44.png,https://i.ibb.co/pvKMcM1/B-Im-genes-Slides45.png,https://i.ibb.co/BcHgVLT/B-Im-genes-Slides43.png,https://i.ibb.co/JpZfSJh/B-Im-genes-Slides42.png,https://i.ibb.co/Nmthsqy/B-Im-genes-Slides41.png,Monterrey,Apto para 20 participantes,mayores de 3 años.,No,1,Si,1,1026661089,102,666,1089,29/6/2023,Precio de renta por evento de 5 a 6 horas.,FALSE
Minnie’s Play HouseMonterrey,available for order,86,Minnie’s Play House,-,https://i.imgur.com/9wbqEjO.png,"$2,740","Infantes, Niños",Personajes,Grande,7.5,5.6,4.4,0,impulsado por 1 motor soplador,-,https://i.ibb.co/567RJmF/Minnies-Play-House-3-4-Der.png,https://i.ibb.co/3TYZ4Lv/Minnies-Play-House-3-4-IZQ.png,https://i.ibb.co/FVbdMfF/Minnies-Play-House-Frontal.png,https://i.ibb.co/648n9yD/Minnies-Play-House-Top.png,https://i.ibb.co/567RJmF/Minnies-Play-House-3-4-Der.png,Monterrey,Apto para hasta 20 participantes,mayores de 3 años.,No,1,Si,1,1026661049,102,666,1049,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Paw Patrol Play HouseMonterrey,available for order,87,Paw Patrol Play House,-,https://i.imgur.com/b6Q6yeI.png,"$2,740","Infantes, Niños",Personajes,Grande,7.5,5.6,4.2,0,impulsado por 1 motor soplador,-,https://i.ibb.co/1qshPh2/Paw-Patrols-Play-House-3-4-Der.png,https://i.ibb.co/4jyKMgw/Paw-Patrols-Play-House-3-4-IZQ.png,https://i.ibb.co/frmTMHR/Paw-Patrols-Play-House-Frontal.png,https://i.ibb.co/P4bdFxZ/Paw-Patrols-Play-House-Top.png,https://i.ibb.co/1qshPh2/Paw-Patrols-Play-House-3-4-Der.png,Monterrey,Apto para hasta 20 participantes,mayores de 3 años.,No,1,Si,1,1026661051,102,666,1051,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Super Mario Play HouseMonterrey,available for order,88,Super Mario Play House,-,https://i.imgur.com/LXsu085.png,"$2,740","Infantes, Niños",Personajes,Grande,7.5,5.6,4.3,0,impulsado por 1 motor,-,https://i.ibb.co/QXwMcWS/B-Im-genes-Slides50.png,https://i.ibb.co/0mj7txL/B-Im-genes-Slides49.png,https://i.ibb.co/j5bKXrG/B-Im-genes-Slides48.png,https://i.ibb.co/WB5W2SV/B-Im-genes-Slides47.png,https://i.ibb.co/yk018QN/B-Im-genes-Slides46.png,Monterrey,Apto para hasta 20 participantes,mayores de 3 años.,No,1,Si,1,1026661069,102,666,1069,27/3/2020,Precio de renta por evento de hasta 5 horas,FALSE
Avengers con rampaMonterrey,available for order,89,Avengers con rampa,-,https://i.imgur.com/h5C9I9Q.png,"$1,390","Infantes, Niños",Personajes,Mediano,5.5,4.2,3,0,impulsado por 1 motor soplador,-,https://i.ibb.co/jhg0LsR/Avengers-con-rampa-Frontal.png,https://i.ibb.co/jhg0LsR/Avengers-con-rampa-Frontal.png,https://i.ibb.co/jhg0LsR/Avengers-con-rampa-Frontal.png,https://i.ibb.co/jhg0LsR/Avengers-con-rampa-Frontal.png,https://i.ibb.co/jhg0LsR/Avengers-con-rampa-Frontal.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,Si,1,1026661043,102,666,1043,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Infinity MickeyMonterrey,available for order,90,Infinity Mickey,-,https://i.imgur.com/PJXAI5I.png,"$1,490","Infantes, Niños",Personajes,Chico,6,4.5,2,0,impulsado por 1 motor soplador,-,https://i.ibb.co/MgDjQVP/B-Im-genes-Slides100.png,https://i.ibb.co/Rphd0VM/B-Im-genes-Slides99.png,https://i.ibb.co/zxWqzFd/B-Im-genes-Slides98.png,https://i.ibb.co/MgDjQVP/B-Im-genes-Slides100.png,https://i.ibb.co/cCLmLBv/B-Im-genes-Slides101.png,Monterrey,Apto para hasta 20 participantes,mayores de 5 años.,No,1,Si,1,1026661046,102,666,1046,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
CarsMonterrey,available for order,91,Cars,-,https://i.imgur.com/FruwJFY.png,"$1,320","Infantes, Niños",Personajes,Chico,4,3,3.5,0,impulsado por 1 motor soplador,-,https://i.ibb.co/fHVMcXc/B-Im-genes-Slides93.png,https://i.ibb.co/fHVMcXc/B-Im-genes-Slides93.png,https://i.ibb.co/fHVMcXc/B-Im-genes-Slides93.png,https://i.ibb.co/fHVMcXc/B-Im-genes-Slides93.png,https://i.ibb.co/fHVMcXc/B-Im-genes-Slides93.png,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,Si,1,1026661044,102,666,1044,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Mickey ParkMonterrey,available for order,92,Mickey Park,-,https://i.imgur.com/o40dm3l.png,"$1,490","Infantes, Niños",Personajes,Mediano,4.2,6,3.3,0,impulsado por 1 motor soplador,-,https://i.ibb.co/CmzxJMP/Mickey-Park-Frontal.png,https://i.ibb.co/m8rShny/Mickey-Park-Lateral.png,https://i.ibb.co/CmzxJMP/Mickey-Park-Frontal.png,https://i.ibb.co/m8rShny/Mickey-Park-Lateral.png,https://i.ibb.co/CmzxJMP/Mickey-Park-Frontal.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,Si,1,1026661047,102,666,1047,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Play Date MickeyMonterrey,available for order,93,Play Date Mickey,-,https://i.imgur.com/ENpOBRX.png,"$1,320","Infantes, Niños",Personajes,Chico,4.5,4.3,2.3,0,impulsado por 1 motor soplador,-,https://i.ibb.co/D4mgXKv/B-Im-genes-Slides108.png,https://i.ibb.co/D4mgXKv/B-Im-genes-Slides108.png,https://i.ibb.co/D4mgXKv/B-Im-genes-Slides108.png,https://i.ibb.co/D4mgXKv/B-Im-genes-Slides108.png,https://i.ibb.co/D4mgXKv/B-Im-genes-Slides108.png,Monterrey,Apto para hasta 10 participantes,menores de 6 años.,No,1,Si,1,1026661052,102,666,1052,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Postes Digitales MinionsMonterrey,available for order,94,Postes Digitales Minions,-,https://i.imgur.com/lZBJkgB.png,"$1,320","Infantes, Niños",Personajes,Chico,4,3,2,0,impulsado por 1 motor soplador,-,https://i.ibb.co/j6F4Q81/B-Im-genes-Slides109.png,https://i.ibb.co/j6F4Q81/B-Im-genes-Slides109.png,https://i.ibb.co/j6F4Q81/B-Im-genes-Slides109.png,https://i.ibb.co/j6F4Q81/B-Im-genes-Slides109.png,https://i.ibb.co/j6F4Q81/B-Im-genes-Slides109.png,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,Si,1,1026661053,102,666,1053,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
Hora Extra Bungee JumpMonterrey,available for order,96,Hora Extra Bungee Jump,-,https://i.imgur.com/a2zJv0A.png,"$1,200",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880009,102,888,0009,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Spinner AmarilloMonterrey,available for order,97,Hora Extra Spinner Amarillo,-,https://i.imgur.com/a2zJv0A.png,"$1,100",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880006,102,888,0006,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Spinner NaranjaMonterrey,available for order,98,Hora Extra Spinner Naranja,-,https://i.imgur.com/a2zJv0A.png,"$1,100",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880007,102,888,0007,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Spinner VerdeMonterrey,available for order,99,Hora Extra Spinner Verde,-,https://i.imgur.com/a2zJv0A.png,"$1,100",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880008,102,888,0008,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Chile mecánicoMonterrey,available for order,100,Hora Extra Chile mecánico,-,https://i.imgur.com/a2zJv0A.png,"$1,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880003,102,888,0003,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Tabla de SurfMonterrey,available for order,101,Hora Extra Tabla de Surf,-,https://i.imgur.com/a2zJv0A.png,"$1,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880004,102,888,0004,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Toro JaripeoMonterrey,available for order,102,Hora Extra Toro Jaripeo,-,https://i.imgur.com/a2zJv0A.png,"$1,000",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880005,102,888,0005,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Nano Zone Blaster 10x12Monterrey,available for order,103,Hora Extra Nano Zone Blaster 10x12,-,https://i.imgur.com/a2zJv0A.png,"$3,900",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880012,102,888,0012,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Bunker Zone BlasterMonterrey,available for order,104,Hora Extra Bunker Zone Blaster,-,https://i.imgur.com/a2zJv0A.png,"$3,200",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880011,102,888,0011,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Foam PartyMonterrey,available for order,105,Hora Extra Foam Party,-,https://i.imgur.com/a2zJv0A.png,"$1,800",Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880010,102,888,0010,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Planta de Luz GrandeMonterrey,available for order,106,Hora Extra Planta de Luz Grande,-,https://i.imgur.com/a2zJv0A.png,$700,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880002,102,888,0002,26/9/2025,Precio de renta por evento de 1 hora extra,FALSE
Hora Extra Planta de Luz ChicaMonterrey,available for order,107,Hora Extra Planta de Luz Chica,-,https://i.imgur.com/a2zJv0A.png,$600,Adultos,Variedad,Chico,0,0,0,0,-,-,-,-,-,-,-,Monterrey,-,-,Si,1,No,999,1028880001,102,888,0001,30/10/2020,Precio de renta por evento de 1 hora extra,FALSE
Stand BambinosMonterrey,available for order,109,Stand Bambinos,-,-,$1,"Infantes, Niños, Adolescentes, Adultos",Variedad,NA,4,3,0,0,impulsado por 1 motor soplador,-,-,-,-,-,-,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,Si,1,1028881075,102,888,1075,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
AcuarioMonterrey,out of stock,,Acuario,Una aventura marina para acompañar esa hermosa fiesta que tienes en mente. ¿Ya viste lo bella que se ve la tortuguita?,https://i.imgur.com/zClABlg.png,"$2,740",Niños,Acuático,Mediano,9.5,5,4.5,0,impulsado por 2 motores sopladores,con opción a instalar a pie de alberca.,https://i.imgur.com/Mdx9Kam.png,https://i.imgur.com/Vq0Ui14.png,https://i.imgur.com/gfqVpz9.png,https://i.imgur.com/rvs2vQp.png,https://i.imgur.com/mxHl5IC.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,No,1,1021111063,102,111,1063,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Aqua KidsMonterrey,out of stock,,Aqua Kids,Una mini isla temática ideal para los más pequeños de la casa. Con todas las áreas de juego que puden necesitar.,https://i.imgur.com/7iFGCXA.png,"$2,590","Infantes, Niños",Acuático,Mediano,5.2,4,3.7,0,impulsado por 1 motor soplador,con opción a instalar a pie de alberca.,https://i.imgur.com/skdgVBr.png,https://i.imgur.com/MUwPiGx.png,https://i.imgur.com/3TMRSvP.png,https://i.imgur.com/FXZbs6V.png,https://i.imgur.com/vLx4oBE.png,Monterrey,Apto para hasta 15 participantes,mayores de 3 años.,No,1,No,2,1021111065,102,111,1065,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
CajónMonterrey,out of stock,,Cajón,-,https://i.imgur.com/j6g8VtY.png,"$1,150","Infantes, Niños",Clásicos,Chico,4,3,2.2,0,impulsado por 1 motor soplador,-,https://i.imgur.com/FSSMZnz.png,https://i.imgur.com/FSSMZnz.png,https://i.imgur.com/FSSMZnz.png,https://i.imgur.com/FSSMZnz.png,https://i.imgur.com/FSSMZnz.png,Monterrey,Apto para hasta 12 participantes,mayores de 3 años.,No,1,No,1,1022221008,102,222,1008,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Cajón CúpulasMonterrey,out of stock,,Cajón Cúpulas,-,https://i.imgur.com/qE1uzzv.png,"$1,050","Infantes, Niños",Clásicos,Chico,4,3,3,0,impulsado por 1 motor soplador,-,https://i.imgur.com/xrL1mZH.png,https://i.imgur.com/xrL1mZH.png,https://i.imgur.com/xrL1mZH.png,https://i.imgur.com/xrL1mZH.png,https://i.imgur.com/xrL1mZH.png,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,No,0,1022221009,102,222,1009,29/10/2020,Precio de renta por evento de hasta 5 horas.,FALSE
Cajón de BodasMonterrey,out of stock,,Cajón de Bodas,-,https://i.imgur.com/uW7x6hl.png,"$1,900",Niños,Variedad,Chico,4,3,3.4,0,impulsado por 1 motor soplador,"Se requiere depósito a garantía de $6,000",https://i.imgur.com/qerA5qf.png,https://i.imgur.com/0KkLNCD.png,https://i.imgur.com/RsmypeK.png,https://i.imgur.com/RsmypeK.png,https://i.imgur.com/qerA5qf.png,Monterrey,Apto para hasta 6 participantes,mayores de 3 años.,Si,1,No,0,1028881077,102,888,1077,14/4/2022,Precio de renta por evento de hasta 5 horas,FALSE
Disney BoxMonterrey,out of stock,,Disney Box,-,https://i.imgur.com/m8gE0Dw.png,"$1,050","Infantes, Niños",Personajes,Chico,3,3,2.2,0,impulsado por 1 motor soplador,-,https://i.ibb.co/SrGKPcf/B-Im-genes-Slides97.png,https://i.ibb.co/bvf6XP1/B-Im-genes-Slides96.png,https://i.ibb.co/k9K0mxP/B-Im-genes-Slides95.png,https://i.ibb.co/ckd8rqG/B-Im-genes-Slides94.png,https://i.ibb.co/bvf6XP1/B-Im-genes-Slides96.png,Monterrey,Apto para hasta 10 participantes,mayores de 3 años.,No,1,No,0,1026661045,102,666,1045,29/10/2020,Precio de renta por evento de hasta 5 horas,FALSE
